restaurant_id,restaurant_name,tier,hour_of_day,day_of_week,order_time,true_kpt_minutes,hidden_load,base_kpt_minutes,zomato_concurrent_orders,acceptance_latency_seconds,for_delay_seconds,is_rp_for,honest_merchant,raw_for_kpt,corrected_for_kpt,pos_kpt,kli_adjusted_kpt,kitchen_load_index,local_foot_traffic_index,competitor_platform_orders,naive_kpt_estimate,actual_rider_wait_minutes,naive_kpt_error,concurrent_norm,latency_norm,foot_traffic_norm,competitor_norm
R010,Masala Twist,T2,19,3,2025-01-02 19:44:19,13.402,0.0,13,0,22.24,75.0,False,False,24.83671328333333,24.83671328333333,11.022849216666666,22.564,31.7,81.15,0,23.587,0.0,10.185,0.0,0.29439200394279535,0.8115000000000001,0.0
R010,Masala Twist,T2,22,3,2025-01-02 22:58:26,21.615,5.654,13,0,43.41,46.0,False,False,23.143962849999998,23.143962849999998,18.751763,20.808,29.81,36.22,4,22.377,0.0,0.762,0.0,0.5977008890613492,0.36219999999999997,0.26666666666666666
R010,Masala Twist,T2,23,3,2025-01-02 23:01:23,17.004,1.95,13,1,30.59,112.074429,True,False,15.226599666666667,12.293496483333334,14.7750901,10.287,17.36,16.7,0,13.359,3.645,3.645,0.06666666666666667,0.41402493690169595,0.16699999999999998,0.0
R010,Masala Twist,T2,0,4,2025-01-03 00:53:27,16.827,2.568,13,0,34.91,73.0,False,False,22.360579366666666,22.360579366666666,15.621632033333333,18.488,15.36,8.21,1,21.144,0.0,4.317,0.0,0.4759188614983965,0.0821,0.06666666666666667
R010,Masala Twist,T2,3,4,2025-01-03 03:18:10,15.003,1.286,13,0,17.12,84.0,False,False,22.606421416666667,22.606421416666667,13.0758595,17.68,6.42,2.97,0,21.206,0.0,6.203,0.0,0.22103624145781678,0.0297,0.0
R010,Masala Twist,T2,7,4,2025-01-03 07:13:38,16.887,2.508,13,0,26.23,16.0,False,False,26.478330566666667,26.478330566666667,17.07753281666667,22.861,22.68,32.98,4,26.212,0.0,9.325,0.0,0.35155792041058137,0.3298,0.26666666666666666
R010,Masala Twist,T2,8,4,2025-01-03 08:51:23,13.234,0.0,13,0,23.33,69.0,False,False,24.2018956,24.2018956,13.545975499999999,21.027,23.76,53.38,0,23.052,0.0,9.818,0.0,0.310008758065574,0.5338,0.0
R010,Masala Twist,T2,9,4,2025-01-03 09:06:06,13.536,0.0,13,1,14.67,24.0,False,False,23.766853883333333,23.766853883333333,16.641486133333334,20.189,19.89,44.15,0,23.367,0.0,9.831,0.06666666666666667,0.18593436292496576,0.4415,0.0
R010,Masala Twist,T2,9,4,2025-01-03 09:47:35,19.327,4.309,13,0,39.54,208.462738,True,False,22.593763016666667,19.660659833333334,21.412847866666667,18.044,33.55,46.66,6,19.119,0.208,0.208,0.0,0.5422542482768049,0.46659999999999996,0.4
R010,Masala Twist,T2,9,4,2025-01-03 09:59:02,22.371,5.576,13,1,40.53,93.440899,True,False,23.727719983333333,20.794616799999996,23.995058533333335,19.134,34.03,50.39,3,22.17,0.201,0.201,0.06666666666666667,0.5564382726635488,0.5039,0.2
R010,Masala Twist,T2,11,4,2025-01-03 11:09:03,14.361,0.595,13,0,22.08,19.0,False,False,23.69952785,23.69952785,13.57067665,20.004,18.81,35.03,1,23.383,0.0,9.022,0.0,0.29209963636513975,0.3503,0.06666666666666667
R010,Masala Twist,T2,11,4,2025-01-03 11:36:36,16.223,1.534,13,0,23.97,20.0,False,False,16.961880349999998,16.961880349999998,11.080513866666667,14.45,20.38,38.01,1,16.629,0.0,0.406,0.0,0.3191782283761963,0.3801,0.06666666666666667
R010,Masala Twist,T2,12,4,2025-01-03 12:08:47,20.957,5.451,13,0,35.81,409.60791,True,False,18.6747198,15.741616616666667,17.586677183333332,14.64,36.0,75.94,1,11.848,9.109,9.109,0.0,0.48881342912270925,0.7594,0.06666666666666667
R010,Masala Twist,T2,12,4,2025-01-03 12:49:54,20.798,5.368,13,0,38.58,203.019951,True,False,23.259023749999997,20.325920566666664,22.901348483333333,19.299,39.9,78.95,3,19.875,0.923,0.923,0.0,0.5285000428108714,0.7895,0.2
R010,Masala Twist,T2,13,4,2025-01-03 13:03:14,20.974,5.367,13,1,36.06,242.241867,True,False,22.606350333333335,19.67324715,20.791670783333334,18.464,37.71,74.66,1,18.569,2.405,2.405,0.06666666666666667,0.49239525346279606,0.7465999999999999,0.06666666666666667
R010,Masala Twist,T2,14,4,2025-01-03 14:45:14,24.661,7.563,13,0,63.71,69.0,True,False,22.80544425,19.872341066666667,21.78931705,19.06,41.82,52.01,4,21.655,3.006,3.006,0.0,0.888545025476401,0.5201,0.26666666666666666
R010,Masala Twist,T2,16,4,2025-01-03 16:50:30,17.897,3.065,13,0,34.71,20.0,False,False,23.59023953333333,23.59023953333333,15.560631,20.56,24.31,34.95,2,23.257,0.0,5.36,0.0,0.4730534020263271,0.34950000000000003,0.13333333333333333
R010,Masala Twist,T2,16,4,2025-01-03 16:53:16,17.683,2.996,13,1,29.58,88.0,False,False,23.60896251666667,23.60896251666667,15.789657633333332,20.607,24.57,41.94,0,22.142,0.0,4.459,0.06666666666666667,0.39955436656774507,0.4194,0.0
R010,Masala Twist,T2,17,4,2025-01-03 17:11:32,15.465,1.623,13,0,29.36,35.0,True,False,21.203650883333335,18.2705477,16.909776216666668,15.694,21.8,32.95,2,20.62,0.0,5.155,0.0,0.3964023611484686,0.3295,0.13333333333333333
R010,Masala Twist,T2,18,4,2025-01-03 18:25:52,22.001,5.572,13,0,44.91,219.103856,True,False,22.473303050000002,19.54019986666667,22.123357950000003,17.801,32.2,49.06,2,18.822,3.179,3.179,0.0,0.6191918351018703,0.49060000000000004,0.13333333333333333
R010,Masala Twist,T2,19,4,2025-01-03 19:19:12,26.77,9.402,13,0,57.79,347.139925,True,False,25.384487466666666,22.451384283333333,23.627633600000003,22.821,53.29,80.66,9,19.599,7.171,7.171,0.0,0.8037274251031445,0.8066,0.6
R010,Masala Twist,T2,19,4,2025-01-03 19:28:50,26.062,8.14,13,1,52.61,561.404714,True,False,27.41422621666667,24.481123033333333,26.0137827,24.386,49.22,79.95,5,18.057,8.005,8.005,0.06666666666666667,0.7295120247765451,0.7995,0.3333333333333333
R010,Masala Twist,T2,20,4,2025-01-03 20:29:30,25.681,8.542,13,0,52.7,540.667762,True,False,25.723074133333334,22.78997095,25.079701666666665,22.563,48.01,79.14,6,16.712,8.969,8.969,0.0,0.7308014815389764,0.7914,0.4
R010,Masala Twist,T2,21,4,2025-01-03 21:17:05,24.947,7.885,13,0,46.0,95.95273,True,False,26.674121166666666,23.741017983333332,26.511605483333334,22.393,38.64,62.56,4,25.075,0.0,0.128,0.0,0.634808589224649,0.6256,0.26666666666666666
R010,Masala Twist,T2,2,5,2025-01-04 02:50:24,22.986,6.189,13,0,46.06,307.279355,True,False,25.700962483333335,22.7678593,23.723985066666668,19.316,19.68,2.62,3,20.58,2.406,2.406,0.0,0.6356682270662698,0.0262,0.2
R010,Masala Twist,T2,7,5,2025-01-04 07:51:49,15.824,1.587,13,0,23.59,34.0,False,False,17.89058635,17.89058635,14.722672600000001,15.404,22.2,44.53,1,17.324,0.0,1.5,0.0,0.3137338553792643,0.44530000000000003,0.06666666666666667
R010,Masala Twist,T2,8,5,2025-01-04 08:43:29,12.252,0.0,13,0,23.31,25.0,False,False,24.447374566666667,24.447374566666667,12.582653683333332,21.453,25.5,59.18,0,24.031,0.0,11.779,0.0,0.30972221211836704,0.5918,0.0
R010,Masala Twist,T2,12,5,2025-01-04 12:19:00,19.448,3.973,13,0,36.95,190.326049,True,False,21.213563866666668,18.280460683333335,19.44073811666667,17.881,45.63,100.0,3,18.041,1.407,1.407,0.0,0.5051465481135052,1.0,0.2
R010,Masala Twist,T2,12,5,2025-01-04 12:25:46,22.788,5.923,13,1,51.01,429.905207,True,False,23.888225883333334,20.9551227,24.26762,21.298,53.27,98.68,4,16.723,6.065,6.065,0.06666666666666667,0.7065883489999893,0.9868000000000001,0.26666666666666666
R010,Masala Twist,T2,12,5,2025-01-04 12:57:47,26.266,8.882,13,0,50.1,492.168898,True,False,27.263057683333333,24.3299545,24.080454783333334,24.231,49.19,92.85,4,19.06,7.206,7.206,0.0,0.6935505084020731,0.9285,0.26666666666666666
R010,Masala Twist,T2,17,5,2025-01-04 17:54:02,17.042,2.21,13,0,31.82,52.0,True,False,18.055553533333335,15.122450350000001,15.653296483333332,13.674,30.84,56.82,3,17.189,0.0,0.147,0.0,0.43164751265492324,0.5682,0.2
R010,Masala Twist,T2,19,5,2025-01-04 19:25:32,24.587,8.015,13,0,53.01,203.794996,True,False,24.153854966666664,21.220751783333334,23.61417661666667,21.924,56.63,94.17,10,20.757,3.83,3.83,0.0,0.7352429437206841,0.9417,0.6666666666666666
R010,Masala Twist,T2,22,5,2025-01-04 22:44:43,29.255,10.671,13,0,63.81,889.683912,True,False,31.422759666666664,28.48965648333333,31.55650981666667,27.859,45.57,47.73,9,16.595,12.66,12.66,0.0,0.8899777552124357,0.47729999999999995,0.6
R010,Masala Twist,T2,5,6,2025-01-05 05:45:49,17.64,3.293,13,0,37.71,64.0,False,False,22.029043883333333,22.029043883333333,15.915399566666668,18.091,14.25,4.49,0,20.962,0.0,3.322,0.0,0.5160352941073693,0.0449,0.0
R010,Masala Twist,T2,7,6,2025-01-05 07:00:09,13.041,0.0,13,0,20.55,54.0,True,False,18.706181733333334,15.773078550000001,18.120236533333333,13.674,23.39,45.45,3,17.806,0.0,4.765,0.0,0.2701788714038083,0.4545,0.2
R010,Masala Twist,T2,10,6,2025-01-05 10:39:38,12.504,0.0,13,0,17.0,24.0,False,False,19.895098599999997,19.895098599999997,14.37251695,16.297,13.83,27.84,0,19.495,0.0,6.991,0.0,0.21931696577457513,0.2784,0.0
R010,Masala Twist,T2,12,6,2025-01-05 12:23:39,23.532,7.178,13,0,44.42,343.962246,True,False,26.566749683333335,23.6336465,24.902742116666666,23.293,47.12,96.05,3,20.834,2.698,2.698,0.0,0.6121714593953002,0.9605,0.2
R010,Masala Twist,T2,15,6,2025-01-05 15:51:50,16.105,1.856,13,0,34.48,26.0,False,False,18.228141633333333,18.228141633333333,15.113775066666667,16.164,27.35,52.01,0,17.795,0.0,1.69,0.0,0.46975812363344716,0.5201,0.0
R010,Masala Twist,T2,20,6,2025-01-05 20:41:09,23.96,7.583,13,0,59.22,35.0,True,False,27.383076966666668,24.449973783333334,23.9248343,25.014,54.61,100.0,4,26.8,0.0,2.84,0.0,0.8242154603284413,1.0,0.26666666666666666
R010,Masala Twist,T2,21,6,2025-01-05 21:21:28,20.958,5.542,13,0,36.15,219.875615,True,False,19.724641266666666,16.791538083333332,19.27889963333333,15.867,38.99,78.82,3,16.06,4.898,4.898,0.0,0.4936847102252273,0.7881999999999999,0.2
R010,Masala Twist,T2,22,6,2025-01-05 22:14:56,22.523,6.421,13,0,42.17,42.0,False,False,22.243442016666666,22.243442016666666,18.820439166666667,20.448,33.86,47.87,5,21.543,0.98,0.98,0.0,0.5799350403345186,0.47869999999999996,0.3333333333333333
R010,Masala Twist,T2,22,6,2025-01-05 22:36:40,19.409,3.787,13,0,47.51,78.0,False,False,20.02354885,20.02354885,16.61089695,18.41,33.88,41.55,5,18.724,0.685,0.685,0.0,0.6564428082387735,0.4155,0.3333333333333333
R010,Masala Twist,T2,23,6,2025-01-05 23:32:33,12.221,0.0,13,0,25.03,81.0,False,False,20.46461018333333,20.46461018333333,10.206114933333334,17.006,16.2,26.15,0,19.115,0.0,6.894,0.0,0.33436516357816454,0.2615,0.0
R010,Masala Twist,T2,7,0,2025-01-06 07:20:10,13.204,1.089,13,0,25.8,52.0,False,False,20.60547336666667,20.60547336666667,15.333006750000001,17.631,21.13,38.32,1,19.739,0.0,6.535,0.0,0.34539718254563195,0.3832,0.06666666666666667
R010,Masala Twist,T2,7,0,2025-01-06 07:21:38,13.622,0.0,13,1,13.0,77.0,False,False,15.832015983333333,15.832015983333333,13.51801615,13.601,21.82,42.55,3,14.549,0.0,0.927,0.06666666666666667,0.1620077763331856,0.4255,0.2
R010,Masala Twist,T2,8,0,2025-01-06 08:17:36,20.338,5.449,13,0,47.85,61.0,True,False,21.870414200000003,18.93731101666667,20.25865795,18.195,42.16,62.08,7,20.854,0.0,0.516,0.0,0.6613140893412917,0.6208,0.4666666666666667
R010,Masala Twist,T2,9,0,2025-01-06 09:06:58,24.806,7.804,13,0,47.17,65.0,False,False,25.756101233333332,25.756101233333332,22.914970533333335,23.918,35.73,44.81,6,24.673,0.133,0.133,0.0,0.6515715271362554,0.4481,0.4
R010,Masala Twist,T2,9,0,2025-01-06 09:47:30,17.591,3.189,13,0,31.82,114.876912,True,False,20.870783666666668,17.937680483333335,20.800356416666666,15.655,24.55,35.85,3,18.956,0.0,1.365,0.0,0.43164751265492324,0.35850000000000004,0.2
R010,Masala Twist,T2,11,0,2025-01-06 11:02:34,13.774,0.752,13,0,15.25,34.0,False,False,23.06981731666667,23.06981731666667,13.2714467,19.117,15.73,36.23,0,22.503,0.0,8.729,0.0,0.1942441953939672,0.36229999999999996,0.0
R010,Masala Twist,T2,11,0,2025-01-06 11:30:16,16.406,1.859,13,0,20.17,71.0,False,False,22.25677228333333,22.25677228333333,15.295860816666668,18.799,18.93,37.72,1,21.073,0.0,4.667,0.0,0.2647344984068763,0.3772,0.06666666666666667
R010,Masala Twist,T2,12,0,2025-01-06 12:04:11,22.081,6.059,13,0,48.52,279.334668,True,False,25.952683283333332,23.0195801,25.441029183333335,22.563,46.03,80.86,5,21.297,0.784,0.784,0.0,0.6709133785727244,0.8086,0.3333333333333333
R010,Masala Twist,T2,12,0,2025-01-06 12:29:41,27.801,9.416,13,0,53.41,399.370169,True,False,29.31574038333333,26.382637199999998,28.64400058333333,25.825,45.77,74.15,5,22.66,5.141,5.141,0.0,0.740973862664823,0.7415,0.3333333333333333
R010,Masala Twist,T2,12,0,2025-01-06 12:43:26,17.838,2.405,13,1,25.32,79.0,False,False,24.83692525,24.83692525,17.77566315,22.809,33.67,77.37,0,23.52,0.0,5.682,0.06666666666666667,0.3385200798126653,0.7737,0.0
R010,Masala Twist,T2,13,0,2025-01-06 13:29:42,23.886,8.14,13,0,53.6,436.105457,True,False,23.25005698333333,20.3169538,22.373475516666666,19.918,46.07,71.59,6,15.982,7.904,7.904,0.0,0.743696049163289,0.7159,0.4
R010,Masala Twist,T2,13,0,2025-01-06 13:32:54,25.822,8.154,13,1,61.57,55.0,True,False,24.446655483333334,21.5135523,21.13021815,21.406,49.0,68.52,5,23.53,2.292,2.292,0.06666666666666667,0.8578846091252575,0.6851999999999999,0.3333333333333333
R010,Masala Twist,T2,13,0,2025-01-06 13:54:39,16.21,2.668,13,0,31.21,31.0,False,False,21.679968233333334,21.679968233333334,14.76263665,19.52,30.07,54.99,3,21.163,0.0,4.953,0.0,0.4229078612651113,0.5499,0.2
R010,Masala Twist,T2,13,0,2025-01-06 13:56:56,23.034,6.09,13,1,43.4,20.0,True,False,21.413920700000002,18.480817516666665,18.782237683333335,17.479,39.16,60.75,4,21.081,1.953,1.953,0.06666666666666667,0.5975576160877458,0.6075,0.26666666666666666
R010,Masala Twist,T2,14,0,2025-01-06 14:23:54,23.619,6.845,13,0,53.9,381.197037,True,False,27.023969533333332,24.09086635,24.141220183333335,22.498,36.78,46.93,4,20.671,2.948,2.948,0.0,0.7479942383713932,0.4693,0.26666666666666666
R010,Masala Twist,T2,16,0,2025-01-06 16:54:04,13.381,0.0,13,0,25.57,43.0,False,False,23.125246433333334,23.125246433333334,12.481380666666666,19.412,17.89,31.12,0,22.409,0.0,9.028,0.0,0.34210190415275216,0.31120000000000003,0.0
R010,Masala Twist,T2,17,0,2025-01-06 17:41:03,16.32,2.41,13,0,31.03,46.0,False,False,23.47948535,23.47948535,13.026400066666667,20.509,24.7,37.29,3,22.713,0.0,6.393,0.0,0.42032894774024876,0.3729,0.2
R010,Masala Twist,T2,18,0,2025-01-06 18:08:07,16.709,2.088,13,0,32.99,87.0,False,False,23.327867816666664,23.327867816666664,18.733262733333333,20.789,28.23,53.4,1,21.878,0.0,5.169,0.0,0.4484104505665297,0.534,0.06666666666666667
R010,Masala Twist,T2,19,0,2025-01-06 19:12:25,17.423,3.236,13,0,24.04,57.0,False,False,22.87735735,22.87735735,13.677297433333333,20.909,32.79,82.63,0,21.927,0.0,4.504,0.0,0.3201811391914206,0.8262999999999999,0.0
R010,Masala Twist,T2,19,0,2025-01-06 19:35:00,25.946,8.739,13,0,48.31,320.335353,True,False,29.849493900000002,26.91639071666667,28.572802983333336,26.717,48.52,76.08,9,24.511,1.435,1.435,0.0,0.6679046461270515,0.7608,0.6
R010,Masala Twist,T2,20,0,2025-01-06 20:18:24,21.393,5.654,13,0,39.17,487.387182,True,False,24.59015615,21.657052966666665,23.208548033333333,21.001,43.94,81.72,6,16.467,4.926,4.926,0.0,0.5369531482534764,0.8172,0.4
R010,Masala Twist,T2,21,0,2025-01-06 21:29:06,20.599,4.195,13,0,32.84,168.062826,True,False,22.7938461,19.860742916666666,23.055259433333333,17.936,30.62,58.22,2,19.993,0.606,0.606,0.0,0.44626135596247757,0.5821999999999999,0.13333333333333333
R010,Masala Twist,T2,22,0,2025-01-06 22:09:40,21.945,6.075,13,0,43.39,43.755419,True,False,22.98284555,20.049742366666667,21.030547416666664,17.985,29.4,34.88,4,22.254,0.0,0.309,0.0,0.5974143431141423,0.3488,0.26666666666666666
R010,Masala Twist,T2,1,1,2025-01-07 01:57:29,19.674,4.585,13,0,41.14,69.748049,True,False,18.451847216666668,15.518744033333332,17.082472133333333,13.215,20.31,13.92,2,17.289,2.385,2.385,0.0,0.5651779240533608,0.1392,0.13333333333333333
R010,Masala Twist,T2,6,1,2025-01-07 06:51:23,17.047,2.589,13,0,27.17,70.0,True,False,21.44896225,18.515859066666668,19.888653783333332,15.153,13.68,11.85,1,20.282,0.0,3.235,0.0,0.3650255799293079,0.1185,0.06666666666666667
R010,Masala Twist,T2,7,1,2025-01-07 07:42:37,13.605,0.712,13,0,20.01,33.0,False,False,19.838664733333335,19.838664733333335,12.722678983333333,16.841,19.78,37.38,2,19.289,0.0,5.684,0.0,0.26244213082922074,0.3738,0.13333333333333333
R010,Masala Twist,T2,8,1,2025-01-07 08:17:25,18.895,3.759,13,0,50.74,25.0,False,False,22.313364516666663,22.313364516666663,17.2910584,21.092,39.05,58.28,4,21.897,0.0,3.002,0.0,0.7027199787126955,0.5828,0.26666666666666666
R010,Masala Twist,T2,9,1,2025-01-07 09:03:05,12.507,0.032,13,0,25.9,69.0,False,False,19.3035119,19.3035119,11.885073016666666,16.822,24.29,52.05,0,18.154,0.0,5.647,0.0,0.3468299122816667,0.5205,0.0
R010,Masala Twist,T2,9,1,2025-01-07 09:26:30,20.976,5.814,13,0,46.56,90.690111,True,False,23.913065099999997,20.979961916666664,22.438079116666664,19.268,33.68,48.71,3,22.402,0.0,1.426,0.0,0.6428318757464435,0.48710000000000003,0.2
R010,Masala Twist,T2,11,1,2025-01-07 11:40:11,14.942,1.316,13,0,25.78,25.0,False,False,22.46272705,22.46272705,12.930432966666666,18.763,17.06,28.11,0,22.046,0.0,7.104,0.0,0.3451106365984251,0.2811,0.0
R010,Masala Twist,T2,12,1,2025-01-07 12:44:36,19.904,4.273,13,0,45.02,242.947177,True,False,23.07751796666667,20.144414783333332,21.1926396,19.484,43.44,83.07,3,19.028,0.876,0.876,0.0,0.6207678378115086,0.8306999999999999,0.2
R010,Masala Twist,T2,12,1,2025-01-07 12:45:28,20.486,5.022,13,1,52.8,68.0,True,False,22.469140533333334,19.53603735,20.49095111666667,18.921,43.7,71.32,2,21.336,0.0,0.85,0.06666666666666667,0.7322342112750112,0.7132,0.13333333333333333
R010,Masala Twist,T2,12,1,2025-01-07 12:48:19,24.877,6.84,13,2,49.39,368.807454,True,False,24.026125416666666,21.093022233333333,22.9961934,21.011,49.22,77.12,5,17.879,6.998,6.998,0.13333333333333333,0.6833781272762266,0.7712,0.3333333333333333
R010,Masala Twist,T2,12,1,2025-01-07 12:52:46,25.858,7.264,13,3,44.74,247.995384,True,False,23.079368716666668,20.146265533333334,21.299086483333333,19.882,47.38,66.55,6,18.946,6.912,6.912,0.2,0.6167561945506114,0.6655,0.4
R010,Masala Twist,T2,14,1,2025-01-07 14:20:07,15.882,1.723,13,0,27.63,67.0,False,False,19.645880316666666,19.645880316666666,14.975310183333333,17.264,25.75,48.2,2,18.529,0.0,2.647,0.0,0.37161613671506766,0.48200000000000004,0.13333333333333333
R010,Masala Twist,T2,15,1,2025-01-07 15:42:57,14.719,1.023,13,0,24.13,48.0,False,False,20.411661466666665,20.411661466666665,10.941672466666667,17.05,17.06,26.74,1,19.612,0.0,4.893,0.0,0.32147059595385186,0.26739999999999997,0.06666666666666667
R010,Masala Twist,T2,15,1,2025-01-07 15:50:10,15.466,1.174,13,1,21.86,70.0,False,False,22.808474433333334,22.808474433333334,13.210008033333335,19.322,19.43,34.01,0,21.642,0.0,6.176,0.06666666666666667,0.28894763094586334,0.34009999999999996,0.0
R010,Masala Twist,T2,16,1,2025-01-07 16:38:49,13.684,0.398,13,0,22.04,63.0,False,False,21.414027283333333,21.414027283333333,13.078409016666665,18.047,18.55,30.86,2,20.364,0.0,6.68,0.0,0.29152654447072585,0.3086,0.13333333333333333
R010,Masala Twist,T2,20,1,2025-01-07 20:35:50,25.583,7.721,13,0,52.18,354.06931,True,False,22.647761616666667,19.714658433333334,20.967222633333332,19.688,49.73,82.17,7,16.747,8.836,8.836,0.0,0.7233512869115958,0.8217,0.4666666666666667
R010,Masala Twist,T2,21,1,2025-01-07 21:48:43,19.311,3.725,13,0,33.99,81.745628,True,False,24.14672608333333,21.2136229,23.368033,19.064,29.73,53.86,2,22.784,0.0,3.473,0.0,0.46273774792687705,0.5386,0.13333333333333333
R010,Masala Twist,T2,23,1,2025-01-07 23:13:03,15.106,1.717,13,0,31.1,42.0,False,False,23.89642425,23.89642425,17.627800816666667,20.372,20.5,23.21,3,23.196,0.0,8.09,0.0,0.4213318585554731,0.2321,0.2
R010,Masala Twist,T2,1,2,2025-01-08 01:57:19,15.402,1.914,13,0,31.84,79.0,False,False,21.265234266666667,21.265234266666667,13.5050417,17.363,13.3,8.34,0,19.949,0.0,4.547,0.0,0.43193405860213013,0.0834,0.0
R010,Masala Twist,T2,5,2,2025-01-08 05:47:12,13.111,0.103,13,0,25.36,68.0,False,False,21.359664433333332,21.359664433333332,12.892752066666667,17.415,13.06,8.6,2,20.226,0.0,7.115,0.0,0.33909317170707914,0.086,0.13333333333333333
R010,Masala Twist,T2,9,2,2025-01-08 09:13:12,15.747,2.355,13,0,30.16,88.0,False,False,21.521138516666667,21.521138516666667,14.2742848,18.817,24.87,45.59,1,20.054,0.0,4.307,0.0,0.4078641990367466,0.4559,0.06666666666666667
R010,Masala Twist,T2,9,2,2025-01-08 09:38:10,14.913,1.323,13,0,18.72,84.0,True,False,18.4603129,15.527209716666666,15.152159566666667,13.028,17.81,39.04,0,17.06,0.0,2.147,0.0,0.24395991723437258,0.39039999999999997,0.0
R010,Masala Twist,T2,12,2,2025-01-08 12:53:34,27.73,9.435,13,0,60.72,675.610421,True,False,28.8857441,25.952640916666667,28.466548933333335,25.508,46.57,71.42,4,17.626,10.104,10.104,0.0,0.8457064063689623,0.7142000000000001,0.26666666666666666
R010,Masala Twist,T2,13,2,2025-01-08 13:18:54,22.754,6.249,13,0,45.22,70.0,True,False,22.8315371,19.898433916666665,18.027665033333335,18.899,39.95,67.88,4,21.665,1.089,1.089,0.0,0.623633297283578,0.6788,0.26666666666666666
R010,Masala Twist,T2,15,2,2025-01-08 15:00:28,17.003,2.651,13,0,23.62,31.0,False,False,20.52510871666667,20.52510871666667,17.748030116666666,17.564,21.15,37.65,2,20.008,0.0,3.005,0.0,0.31416367430007475,0.3765,0.13333333333333333
R010,Masala Twist,T2,15,2,2025-01-08 15:48:21,19.381,3.902,13,0,33.3,29.0,True,False,19.459377516666667,16.526274333333333,18.031588433333333,14.557,26.17,39.5,3,18.976,0.405,0.405,0.0,0.4528519127482373,0.395,0.2
R010,Masala Twist,T2,18,2,2025-01-08 18:29:26,20.228,5.043,13,0,42.55,292.227954,True,False,25.0209197,22.087816516666667,24.09917941666667,20.456,35.22,55.27,4,20.15,0.078,0.078,0.0,0.5853794133314505,0.5527000000000001,0.26666666666666666
R010,Masala Twist,T2,18,2,2025-01-08 18:40:37,17.237,1.597,13,1,29.94,27.0,False,False,21.051558800000002,21.051558800000002,16.48858355,18.614,26.84,45.73,1,20.602,0.0,3.365,0.06666666666666667,0.4047121936174702,0.4573,0.06666666666666667
R010,Masala Twist,T2,18,2,2025-01-08 18:44:39,22.407,5.833,13,1,44.48,425.804937,True,False,22.68357375,19.750470566666667,22.4079825,18.872,41.1,55.9,7,15.587,6.82,6.82,0.06666666666666667,0.613031097236921,0.5589999999999999,0.4666666666666667
R010,Masala Twist,T2,19,2,2025-01-08 19:49:10,21.907,6.095,13,0,39.03,272.083922,True,False,23.5968903,20.663787116666665,23.103813316666667,19.522,38.95,75.24,3,19.062,2.845,2.845,0.0,0.5349473266230278,0.7524,0.2
R010,Masala Twist,T2,20,2,2025-01-08 20:07:44,19.045,4.383,13,0,30.85,78.0,False,False,25.510874883333333,25.510874883333333,18.256078316666667,24.298,40.49,83.5,5,24.211,0.0,5.166,0.0,0.4177500342153863,0.835,0.3333333333333333
R010,Masala Twist,T2,21,2,2025-01-08 21:29:27,20.562,5.075,13,0,45.26,128.346473,True,False,24.322673833333333,21.38957065,24.24926836666667,19.781,34.96,57.85,2,22.184,0.0,1.622,0.0,0.6242063891779919,0.5785,0.13333333333333333
R010,Masala Twist,T2,22,2,2025-01-08 22:23:52,19.4,3.719,13,0,44.27,345.310992,True,False,20.688037833333333,17.75493465,20.205451583333335,16.167,32.11,42.87,4,14.933,4.467,4.467,0.0,0.610022364791248,0.42869999999999997,0.26666666666666666
R010,Masala Twist,T2,23,2,2025-01-08 23:51:53,14.973,0.927,13,0,32.84,28.0,False,False,21.64935665,21.64935665,13.756086466666666,18.219,18.31,17.17,2,21.183,0.0,6.21,0.0,0.44626135596247757,0.17170000000000002,0.13333333333333333
R010,Masala Twist,T2,0,3,2025-01-09 00:23:50,15.052,1.715,13,0,28.19,43.0,False,False,18.416338016666668,18.416338016666668,14.674480266666666,15.037,13.3,12.7,0,17.7,0.0,2.648,0.0,0.37963942323686223,0.127,0.0
R010,Masala Twist,T2,7,3,2025-01-09 07:28:32,16.683,1.627,13,0,23.64,89.0,False,False,20.486212133333332,20.486212133333332,16.146081566666666,17.666,22.47,38.71,3,19.003,0.0,2.32,0.0,0.3144502202472817,0.3871,0.2
R010,Masala Twist,T2,7,3,2025-01-09 07:47:48,17.238,2.804,13,0,29.24,84.0,True,False,21.96994725,19.036844066666667,20.889631633333334,16.438,22.7,36.11,2,20.57,0.0,3.332,0.0,0.39468308546522696,0.3611,0.13333333333333333
R010,Masala Twist,T2,9,3,2025-01-09 09:49:29,13.82,0.814,13,0,15.07,85.0,True,False,18.480895133333334,15.54779195,15.572927666666667,13.164,19.34,48.48,0,17.064,0.0,3.244,0.0,0.19166528186910467,0.48479999999999995,0.0
R010,Masala Twist,T2,12,3,2025-01-09 12:12:54,19.324,3.966,13,0,30.87,169.823907,True,False,22.697327883333333,19.7642247,19.95023528333333,18.191,34.08,72.09,2,19.867,0.0,0.543,0.0,0.4180365801625932,0.7209,0.13333333333333333
R010,Masala Twist,T2,13,3,2025-01-09 13:52:41,22.21,5.878,13,0,44.53,607.82502,True,False,23.702819883333333,20.7697167,24.54236825,19.406,36.87,65.08,2,13.572,8.638,8.638,0.0,0.6137474621049384,0.6507999999999999,0.13333333333333333
