restaurant_id,restaurant_name,tier,honest_merchant,day_of_week,hour_of_day,order_time,actual_ready_time,for_button_time,rider_arrival_time,pos_ticket_cleared_time,base_kpt_minutes,true_kpt_minutes,hidden_load,rider_present_at_press,merchant_bias_offset_min,naive_kpt_estimate,acceptance_latency_seconds,zomato_concurrent_orders,local_foot_traffic_index,competitor_platform_orders,actual_rider_wait_minutes,naive_kpt_error
R005,Taste of Bengal,T3,True,0,19,2025-01-06 19:30:35,2025-01-06 20:13:02.720000000,2025-01-06 20:11:21.891619,2025-01-06 19:59:30.587753,2025-01-06 20:12:35.198404,32,42.462,7.05,False,0.16,28.926,43.68,0,85.94,2,13.536,13.536
R005,Taste of Bengal,T3,True,0,23,2025-01-06 23:33:15,2025-01-07 00:04:43.140000000,2025-01-07 00:02:58.012269,2025-01-07 00:05:00.573220,2025-01-07 00:02:53.124580,32,31.469,0.0,False,0.16,31.76,15.92,0,21.86,0,0.0,0.291
R005,Taste of Bengal,T3,True,1,7,2025-01-07 07:42:26,2025-01-07 08:19:15.560000000,2025-01-07 08:19:56.528414,2025-01-07 08:13:05.754352,2025-01-07 08:18:55.036752,32,36.826,3.61,False,0.16,30.663,36.99,0,38.05,4,6.163,6.163
R005,Taste of Bengal,T3,True,1,7,2025-01-07 07:49:27,2025-01-07 08:28:04.560000000,2025-01-07 08:26:39.176143,2025-01-07 08:18:27.011661,2025-01-07 08:23:43.403700,32,38.626,4.157,False,0.16,29.0,33.34,1,28.5,4,9.626,9.626
R005,Taste of Bengal,T3,True,1,12,2025-01-07 12:38:41,2025-01-07 13:25:15.920000000,2025-01-07 13:23:42.650441,2025-01-07 13:07:27.630495,2025-01-07 13:23:35.701816,32,46.582,9.476,False,0.16,28.777,63.89,0,74.2,5,17.805,17.805
R005,Taste of Bengal,T3,True,1,12,2025-01-07 12:59:36,2025-01-07 13:38:44.820000000,2025-01-07 13:39:34.508306,2025-01-07 13:31:19.919743,2025-01-07 13:42:35.084859,32,39.147,5.317,False,0.16,31.732,40.37,0,75.1,5,7.415,7.415
R005,Taste of Bengal,T3,True,1,13,2025-01-07 13:22:12,2025-01-07 14:09:37.560000000,2025-01-07 14:10:48.233685,2025-01-07 13:58:59.213953,2025-01-07 14:13:07.581667,32,47.426,10.14,False,0.16,36.787,64.07,0,62.5,5,10.639,10.639
R005,Taste of Bengal,T3,True,2,17,2025-01-08 17:51:28,2025-01-08 18:25:41.080000000,2025-01-08 18:27:55.638009,2025-01-08 18:24:54.434527,2025-01-08 18:28:34.036756,32,34.218,1.694,False,0.16,33.441,29.1,0,37.54,4,0.777,0.777
R005,Taste of Bengal,T3,True,2,19,2025-01-08 19:10:22,2025-01-08 19:52:50.920000000,2025-01-08 19:56:27.336410,2025-01-08 19:43:05.584919,2025-01-08 19:55:20.556364,32,42.482,6.564,False,0.16,32.726,41.77,0,80.01,3,9.756,9.756
R005,Taste of Bengal,T3,True,3,6,2025-01-09 06:39:59,2025-01-09 07:15:07.519999999,2025-01-09 07:14:37.926891,2025-01-09 07:12:46.383274,2025-01-09 07:13:13.183581,32,35.142,2.198,False,0.16,32.79,29.35,0,20.4,0,2.352,2.352
R005,Taste of Bengal,T3,True,3,8,2025-01-09 08:02:59,2025-01-09 08:45:07.820000000,2025-01-09 08:45:57.986936,2025-01-09 08:32:37.901148,2025-01-09 08:46:55.535910,32,42.147,6.797,False,0.16,29.648,48.6,0,59.31,5,12.499,12.499
R005,Taste of Bengal,T3,True,3,8,2025-01-09 08:53:52,2025-01-09 09:25:56.740000000,2025-01-09 09:27:00.590104,2025-01-09 09:24:37.774232,2025-01-09 09:27:59.712206,32,32.079,0.0,False,0.16,30.763,26.35,0,60.18,0,1.316,1.316
R005,Taste of Bengal,T3,True,3,11,2025-01-09 11:21:44,2025-01-09 12:04:37.280000000,2025-01-09 12:03:31.950521,2025-01-09 11:58:13.474332,2025-01-09 12:04:17.247889,32,42.888,7.359,False,0.16,36.491,41.16,0,35.07,3,6.397,6.397
R005,Taste of Bengal,T3,True,3,12,2025-01-09 12:48:46,2025-01-09 13:27:39.940000000,2025-01-09 13:26:32.117884,2025-01-09 13:20:35.007007,2025-01-09 13:26:01.998953,32,38.899,4.983,False,0.16,31.817,45.98,0,70.41,6,7.082,7.082
R005,Taste of Bengal,T3,True,3,14,2025-01-09 14:21:13,2025-01-09 15:02:16.360000000,2025-01-09 15:04:34.643222,2025-01-09 14:54:26.492839,2025-01-09 15:05:18.132805,32,41.056,5.953,False,0.16,33.225,43.05,0,42.59,2,7.831,7.831
R005,Taste of Bengal,T3,True,3,15,2025-01-09 15:48:16,2025-01-09 16:24:19.960000000,2025-01-09 16:25:53.327531,2025-01-09 16:18:56.930674,2025-01-09 16:26:29.761210,32,36.066,2.7,False,0.16,30.682,34.76,0,28.96,4,5.384,5.384
R005,Taste of Bengal,T3,True,3,19,2025-01-09 19:13:13,2025-01-09 19:56:21.040000000,2025-01-09 19:56:18.126496,2025-01-09 19:45:25.835147,2025-01-09 19:55:46.798154,32,43.134,7.22,False,0.16,32.214,48.31,0,78.87,6,10.92,10.92
R005,Taste of Bengal,T3,True,3,20,2025-01-09 20:07:47,2025-01-09 20:47:14.960000000,2025-01-09 20:47:10.075079,2025-01-09 20:41:02.498424,2025-01-09 20:48:41.516587,32,39.466,5.097,False,0.16,33.258,46.57,0,82.22,3,6.208,6.208
R005,Taste of Bengal,T3,True,3,20,2025-01-09 20:12:43,2025-01-09 20:53:56.800000000,2025-01-09 20:53:23.563093,2025-01-09 20:45:50.970739,2025-01-09 20:53:16.036827,32,41.23,6.014,False,0.16,33.133,49.16,1,79.58,4,8.097,8.097
R005,Taste of Bengal,T3,True,3,20,2025-01-09 20:19:28,2025-01-09 20:58:45.460000000,2025-01-09 20:56:24.916915,2025-01-09 20:52:28.262172,2025-01-09 20:56:54.531995,32,39.291,4.156,False,0.16,33.004,41.89,2,67.77,5,6.287,6.287
R005,Taste of Bengal,T3,True,4,6,2025-01-10 06:12:50,2025-01-10 06:45:19.580000000,2025-01-10 06:47:40.162811,2025-01-10 06:47:06.268972,2025-01-10 06:46:31.435696,32,32.493,0.323,False,0.16,34.271,16.96,0,16.02,0,0.0,1.778
R005,Taste of Bengal,T3,True,4,12,2025-01-10 12:57:42,2025-01-10 13:35:21.780000000,2025-01-10 13:38:20.765355,2025-01-10 13:28:21.907385,2025-01-10 13:39:47.100107,32,37.663,4.064,False,0.16,30.665,39.53,0,73.43,5,6.998,6.998
R005,Taste of Bengal,T3,True,4,13,2025-01-10 13:17:42,2025-01-10 14:01:26.460000000,2025-01-10 14:00:46.136866,2025-01-10 13:50:09.319416,2025-01-10 14:02:17.810241,32,43.741,7.83,False,0.16,32.455,48.54,0,69.21,7,11.286,11.286
R005,Taste of Bengal,T3,True,4,14,2025-01-10 14:00:04,2025-01-10 14:39:52.960000000,2025-01-10 14:38:47.226804,2025-01-10 14:34:03.858824,2025-01-10 14:39:29.434000,32,39.816,4.778,False,0.16,33.998,54.6,0,45.37,5,5.818,5.818
R005,Taste of Bengal,T3,True,4,14,2025-01-10 14:46:09,2025-01-10 15:21:23.340000000,2025-01-10 15:24:33.966723,2025-01-10 15:15:07.018195,2025-01-10 15:25:21.095627,32,35.239,2.603,False,0.16,28.967,22.69,0,44.25,1,6.272,6.272
R005,Taste of Bengal,T3,True,4,15,2025-01-10 15:16:10,2025-01-10 15:49:01.600000000,2025-01-10 15:49:18.366824,2025-01-10 15:48:54.591540,2025-01-10 15:50:06.562083,32,32.86,0.821,False,0.16,32.743,21.86,0,31.33,4,0.117,0.117
R005,Taste of Bengal,T3,True,4,19,2025-01-10 19:17:03,2025-01-10 19:55:30.840000000,2025-01-10 19:52:23.032914,2025-01-10 19:52:32.681250,2025-01-10 19:52:57.473918,32,38.464,3.993,False,0.16,35.495,39.9,0,82.71,6,2.969,2.969
R005,Taste of Bengal,T3,True,4,19,2025-01-10 19:42:01,2025-01-10 20:22:31.180000000,2025-01-10 20:24:25.725807,2025-01-10 20:11:53.139925,2025-01-10 20:22:16.538573,32,40.503,6.371,False,0.16,29.869,48.73,0,78.95,11,10.634,10.634
R005,Taste of Bengal,T3,True,4,20,2025-01-10 20:01:18,2025-01-10 20:42:52.139999999,2025-01-10 20:40:20.083294,2025-01-10 20:31:57.857243,2025-01-10 20:40:16.565291,32,41.569,6.23,False,0.16,30.664,36.9,0,76.33,8,10.905,10.905
R005,Taste of Bengal,T3,True,4,20,2025-01-10 20:42:23,2025-01-10 21:23:44.120000000,2025-01-10 21:20:57.918108,2025-01-10 21:17:09.309565,2025-01-10 21:20:00.108398,32,41.352,5.759,False,0.16,34.772,47.53,0,79.65,11,6.58,6.58
R005,Taste of Bengal,T3,True,5,8,2025-01-11 08:22:43,2025-01-11 08:55:04.660000000,2025-01-11 08:51:44.788591,2025-01-11 08:55:14.364798,2025-01-11 08:52:57.054910,32,32.361,0.0,False,0.16,32.523,17.28,0,60.46,0,0.0,0.162
R005,Taste of Bengal,T3,True,5,10,2025-01-11 10:32:17,2025-01-11 11:09:00.020000000,2025-01-11 11:10:06.740407,2025-01-11 11:10:14.755334,2025-01-11 11:08:37.537019,32,36.717,3.365,False,0.16,37.963,32.75,0,33.49,1,0.0,1.246
R005,Taste of Bengal,T3,True,5,10,2025-01-11 10:33:19,2025-01-11 11:09:54.760000000,2025-01-11 11:06:48.501247,2025-01-11 11:04:26.994733,2025-01-11 11:07:09.284745,32,36.596,2.243,False,0.16,31.133,34.89,1,33.9,2,5.463,5.463
R005,Taste of Bengal,T3,True,5,12,2025-01-11 12:25:47,2025-01-11 13:11:53.180000000,2025-01-11 13:14:06.131282,2025-01-11 12:59:16.928980,2025-01-11 13:15:21.169988,32,46.103,9.415,False,0.16,33.499,64.86,0,95.87,7,12.604,12.604
R005,Taste of Bengal,T3,True,5,12,2025-01-11 12:40:19,2025-01-11 13:20:51.220000000,2025-01-11 13:15:54.575750,2025-01-11 13:16:11.009651,2025-01-11 13:17:57.069966,32,40.537,5.03,False,0.16,35.867,37.18,1,96.27,1,4.67,4.67
R005,Taste of Bengal,T3,True,5,12,2025-01-11 12:55:38,2025-01-11 13:36:04.280000000,2025-01-11 13:35:01.545599,2025-01-11 13:25:29.576908,2025-01-11 13:34:53.159901,32,40.438,4.94,False,0.16,29.86,38.67,0,100.0,4,10.578,10.578
R005,Taste of Bengal,T3,True,5,13,2025-01-11 13:24:32,2025-01-11 14:10:02.960000000,2025-01-11 14:11:39.216843,2025-01-11 13:51:15.398148,2025-01-11 14:11:34.620243,32,45.516,8.62,False,0.16,26.723,58.01,0,75.08,4,18.793,18.793
R005,Taste of Bengal,T3,True,5,14,2025-01-11 14:29:35,2025-01-11 15:08:37.460000000,2025-01-11 15:11:24.885634,2025-01-11 15:01:13.612301,2025-01-11 15:11:07.521455,32,39.041,5.519,False,0.16,31.644,39.71,0,62.53,3,7.397,7.397
R005,Taste of Bengal,T3,True,5,15,2025-01-11 15:11:12,2025-01-11 15:47:47.580000000,2025-01-11 15:48:40.583864,2025-01-11 15:44:51.693957,2025-01-11 15:48:58.083919,32,36.593,2.959,False,0.16,33.662,30.23,0,47.65,3,2.931,2.931
R005,Taste of Bengal,T3,True,5,20,2025-01-11 20:40:16,2025-01-11 21:25:05.320000000,2025-01-11 21:26:10.381604,2025-01-11 21:13:48.587069,2025-01-11 21:27:20.052815,32,44.822,8.742,False,0.16,33.543,43.18,0,93.31,8,11.279,11.279
R005,Taste of Bengal,T3,True,5,21,2025-01-11 21:01:02,2025-01-11 21:41:50.180000000,2025-01-11 21:39:25.445271,2025-01-11 21:32:23.413414,2025-01-11 21:39:34.634605,32,40.803,6.271,False,0.16,31.357,40.94,0,72.28,5,9.446,9.446
R005,Taste of Bengal,T3,True,5,22,2025-01-11 22:06:57,2025-01-11 22:44:07.500000000,2025-01-11 22:40:01.236225,2025-01-11 22:39:04.362727,2025-01-11 22:40:09.981414,32,37.175,3.666,False,0.16,32.123,47.79,0,52.99,0,5.052,5.052
R005,Taste of Bengal,T3,True,6,8,2025-01-12 08:57:25,2025-01-12 09:32:44.980000000,2025-01-12 09:30:55.281005,2025-01-12 09:24:38.296204,2025-01-12 09:31:54.486270,32,35.333,1.97,False,0.16,27.222,23.02,0,74.32,3,8.111,8.111
R005,Taste of Bengal,T3,True,6,13,2025-01-12 13:19:58,2025-01-12 14:00:33.400000000,2025-01-12 14:03:27.519412,2025-01-12 13:54:24.946830,2025-01-12 14:04:01.524088,32,40.59,5.635,False,0.16,34.449,44.4,0,86.0,2,6.141,6.141
R005,Taste of Bengal,T3,True,6,13,2025-01-12 13:36:09,2025-01-12 14:21:22.920000000,2025-01-12 14:23:01.327979,2025-01-12 14:10:20.841909,2025-01-12 14:23:48.099822,32,45.232,8.76,False,0.16,34.197,57.67,0,75.84,6,11.035,11.035
R005,Taste of Bengal,T3,True,6,13,2025-01-12 13:43:39,2025-01-12 14:24:14.040000000,2025-01-12 14:20:58.218774,2025-01-12 14:15:53.253673,2025-01-12 14:17:03.466722,32,40.584,4.347,False,0.16,32.238,35.65,1,82.79,2,8.346,8.346
R005,Taste of Bengal,T3,True,6,18,2025-01-12 18:05:46,2025-01-12 18:42:58.180000000,2025-01-12 18:42:23.815321,2025-01-12 18:36:35.506665,2025-01-12 18:44:15.495237,32,37.203,3.514,False,0.16,30.825,26.52,0,64.25,0,6.378,6.378
R005,Taste of Bengal,T3,True,6,21,2025-01-12 21:43:14,2025-01-12 22:23:34.640000000,2025-01-12 22:22:20.203251,2025-01-12 22:15:54.415862,2025-01-12 22:22:55.356741,32,40.344,5.55,False,0.16,32.674,42.08,0,72.28,3,7.67,7.67
R005,Taste of Bengal,T3,True,6,21,2025-01-12 21:52:01,2025-01-12 22:30:25.720000000,2025-01-12 22:30:12.810426,2025-01-12 22:25:22.126883,2025-01-12 22:30:55.169555,32,38.412,4.343,False,0.16,33.352,42.39,1,73.47,2,5.06,5.06
R005,Taste of Bengal,T3,True,6,22,2025-01-12 22:17:14,2025-01-12 22:56:09.380000000,2025-01-12 22:54:33.114682,2025-01-12 22:44:13.882635,2025-01-12 22:54:39.080026,32,38.923,4.438,False,0.16,26.998,34.95,0,47.18,4,11.925,11.925
R005,Taste of Bengal,T3,True,0,8,2025-01-13 08:01:48,2025-01-13 08:34:04.200000000,2025-01-13 08:34:06.298959,2025-01-13 08:33:02.992552,2025-01-13 08:34:54.277651,32,32.27,0.0,False,0.16,31.25,21.75,0,66.37,0,1.02,1.02
R005,Taste of Bengal,T3,True,0,8,2025-01-13 08:58:49,2025-01-13 09:31:22.240000000,2025-01-13 09:33:34.096550,2025-01-13 09:23:53.774677,2025-01-13 09:32:30.158779,32,32.554,0.0,False,0.16,25.08,24.67,0,62.19,0,7.474,7.474
R005,Taste of Bengal,T3,True,0,8,2025-01-13 08:59:36,2025-01-13 09:35:02.400000000,2025-01-13 09:36:08.314178,2025-01-13 09:39:41.786237,2025-01-13 09:34:05.828757,32,35.44,2.125,False,0.16,40.096,32.01,1,56.54,0,0.0,4.656
R005,Taste of Bengal,T3,True,0,9,2025-01-13 09:08:37,2025-01-13 09:44:52.240000000,2025-01-13 09:41:58.240808,2025-01-13 09:38:32.045705,2025-01-13 09:40:24.371928,32,36.254,1.897,False,0.16,29.917,20.06,2,54.93,2,6.337,6.337
R005,Taste of Bengal,T3,True,0,9,2025-01-13 09:53:56,2025-01-13 10:30:24.500000000,2025-01-13 10:30:59.763645,2025-01-13 10:27:39.760626,2025-01-13 10:27:44.034906,32,36.475,3.147,False,0.16,33.729,36.36,0,36.89,3,2.746,2.746
R005,Taste of Bengal,T3,True,0,12,2025-01-13 12:34:08,2025-01-13 13:16:25.940000000,2025-01-13 13:15:23.693247,2025-01-13 13:06:58.167465,2025-01-13 13:17:31.070584,32,42.299,6.72,False,0.16,32.836,43.95,0,69.17,3,9.463,9.463
R005,Taste of Bengal,T3,True,0,15,2025-01-13 15:51:12,2025-01-13 16:24:04.920000000,2025-01-13 16:25:17.636839,2025-01-13 16:24:44.899572,2025-01-13 16:26:15.689199,32,32.882,0.507,False,0.16,33.548,21.39,0,23.3,0,0.0,0.666
R005,Taste of Bengal,T3,True,0,16,2025-01-13 16:46:07,2025-01-13 17:23:19.360000000,2025-01-13 17:23:21.816623,2025-01-13 17:17:16.166760,2025-01-13 17:21:36.071842,32,37.206,3.501,False,0.16,31.153,37.49,0,31.07,4,6.053,6.053
R005,Taste of Bengal,T3,True,0,19,2025-01-13 19:33:58,2025-01-13 20:11:54.160000000,2025-01-13 20:09:50.856577,2025-01-13 20:05:04.123991,2025-01-13 20:11:25.316786,32,37.936,4.006,False,0.16,31.102,32.73,0,83.61,4,6.834,6.834
R005,Taste of Bengal,T3,True,0,20,2025-01-13 20:19:44,2025-01-13 21:01:04.160000000,2025-01-13 21:02:00.835476,2025-01-13 20:49:35.032657,2025-01-13 21:01:28.126558,32,41.336,6.328,False,0.16,29.851,42.19,0,79.55,7,11.485,11.485
R005,Taste of Bengal,T3,True,0,21,2025-01-13 21:20:04,2025-01-13 22:03:33.820000000,2025-01-13 22:03:51.269728,2025-01-13 21:49:23.121748,2025-01-13 22:04:02.445450,32,43.497,7.644,False,0.16,29.319,46.33,0,55.25,6,14.178,14.178
R005,Taste of Bengal,T3,True,1,3,2025-01-14 03:39:39,2025-01-14 04:18:03.480000000,2025-01-14 04:18:05.493328,2025-01-14 04:09:58.062877,2025-01-14 04:18:40.544627,32,38.408,4.556,False,0.16,30.318,31.32,0,12.63,4,8.09,8.09
R005,Taste of Bengal,T3,True,1,9,2025-01-14 09:08:11,2025-01-14 09:43:10.040000000,2025-01-14 09:40:21.040038,2025-01-14 09:41:26.791106,2025-01-14 09:39:44.743289,32,34.984,2.298,False,0.16,33.263,42.64,0,42.48,0,1.721,1.721
R005,Taste of Bengal,T3,True,1,11,2025-01-14 11:36:39,2025-01-14 12:13:37.560000000,2025-01-14 12:15:54.525742,2025-01-14 12:13:03.256204,2025-01-14 12:16:39.579149,32,36.976,3.276,False,0.16,36.404,35.3,0,29.06,3,0.572,0.572
R005,Taste of Bengal,T3,True,1,12,2025-01-14 12:47:59,2025-01-14 13:26:24.680000000,2025-01-14 13:27:59.088888,2025-01-14 13:19:33.209086,2025-01-14 13:28:25.367329,32,38.428,4.348,False,0.16,31.57,38.79,0,67.28,5,6.858,6.858
R005,Taste of Bengal,T3,True,1,19,2025-01-14 19:09:49,2025-01-14 19:53:39.700000000,2025-01-14 19:53:58.828010,2025-01-14 19:39:08.364827,2025-01-14 19:52:26.214405,32,43.845,7.767,False,0.16,29.323,49.88,0,73.19,7,14.522,14.522
R005,Taste of Bengal,T3,True,1,20,2025-01-14 20:40:59,2025-01-14 21:21:37.460000000,2025-01-14 21:22:03.590662,2025-01-14 21:14:11.426901,2025-01-14 21:22:44.912926,32,40.641,6.242,False,0.16,33.207,48.8,0,78.02,8,7.434,7.434
R005,Taste of Bengal,T3,True,1,21,2025-01-14 21:26:26,2025-01-14 22:11:48.860000000,2025-01-14 22:12:51.487965,2025-01-14 21:56:54.646718,2025-01-14 22:12:30.736468,32,45.381,8.88,False,0.16,30.477,58.35,0,60.87,6,14.904,14.904
R005,Taste of Bengal,T3,True,2,3,2025-01-15 03:05:44,2025-01-15 03:37:25.940000000,2025-01-15 03:40:11.531073,2025-01-15 03:43:07.678452,2025-01-15 03:40:03.870115,32,31.699,0.0,False,0.16,37.395,23.95,0,1.1,1,0.0,5.696
R005,Taste of Bengal,T3,True,2,17,2025-01-15 17:14:43,2025-01-15 17:47:16.360000000,2025-01-15 17:46:11.000200,2025-01-15 17:39:08.415674,2025-01-15 17:47:38.960379,32,32.556,0.0,False,0.16,24.424,16.78,0,39.17,2,8.132,8.132
R005,Taste of Bengal,T3,True,2,18,2025-01-15 18:11:54,2025-01-15 18:45:22.920000000,2025-01-15 18:43:21.984081,2025-01-15 18:44:13.680439,2025-01-15 18:43:37.495604,32,33.482,1.412,False,0.16,32.328,26.17,0,60.46,2,1.154,1.154
R005,Taste of Bengal,T3,True,2,19,2025-01-15 19:08:32,2025-01-15 19:45:03.200000000,2025-01-15 19:43:49.664770,2025-01-15 19:36:14.141480,2025-01-15 19:44:56.259865,32,36.52,2.988,False,0.16,27.702,35.16,0,82.13,3,8.818,8.818
R005,Taste of Bengal,T3,True,2,20,2025-01-15 20:30:45,2025-01-15 21:06:20.940000000,2025-01-15 21:05:01.065104,2025-01-15 21:01:10.597259,2025-01-15 21:04:03.391236,32,35.599,2.228,False,0.16,30.427,31.91,0,71.41,0,5.172,5.172
R005,Taste of Bengal,T3,True,3,9,2025-01-16 09:02:26,2025-01-16 09:35:04.400000000,2025-01-16 09:36:34.148783,2025-01-16 09:32:48.145951,2025-01-16 09:38:44.469025,32,32.64,0.785,False,0.16,30.369,18.54,0,36.81,2,2.271,2.271
R005,Taste of Bengal,T3,True,3,9,2025-01-16 09:11:59,2025-01-16 09:45:08.360000000,2025-01-16 09:42:30.741947,2025-01-16 09:47:42.529338,2025-01-16 09:43:27.184627,32,33.156,0.0,False,0.16,35.725,22.99,1,41.7,2,0.0,2.569
R005,Taste of Bengal,T3,True,3,11,2025-01-16 11:26:14,2025-01-16 12:06:36.620000000,2025-01-16 12:09:46.614764,2025-01-16 12:00:38.114522,2025-01-16 12:11:07.032088,32,40.377,5.634,False,0.16,34.402,46.03,0,31.21,1,5.975,5.975
R005,Taste of Bengal,T3,True,3,14,2025-01-16 14:08:10,2025-01-16 14:44:09.760000000,2025-01-16 14:40:39.183084,2025-01-16 14:40:26.081201,2025-01-16 14:43:08.537690,32,35.996,2.321,False,0.16,32.268,14.44,0,48.26,2,3.728,3.728
R005,Taste of Bengal,T3,True,3,17,2025-01-16 17:44:20,2025-01-16 18:16:42.680000000,2025-01-16 18:16:20.575450,2025-01-16 18:15:07.225361,2025-01-16 18:17:14.745354,32,32.378,0.0,False,0.16,30.787,28.39,0,35.75,0,1.591,1.591
R005,Taste of Bengal,T3,True,3,19,2025-01-16 19:00:59,2025-01-16 19:41:19.280000000,2025-01-16 19:41:29.269250,2025-01-16 19:33:31.850438,2025-01-16 19:41:35.451682,32,40.338,6.078,False,0.16,32.548,51.15,0,77.42,5,7.79,7.79
R005,Taste of Bengal,T3,True,3,19,2025-01-16 19:12:48,2025-01-16 19:54:38.100000000,2025-01-16 19:52:00.702483,2025-01-16 19:42:17.546887,2025-01-16 19:52:34.562057,32,41.835,6.138,False,0.16,29.492,56.98,1,83.68,2,12.343,12.343
R005,Taste of Bengal,T3,True,3,22,2025-01-16 22:28:55,2025-01-16 23:08:35.440000000,2025-01-16 23:09:56.171160,2025-01-16 23:02:09.145323,2025-01-16 23:08:09.198047,32,39.674,4.734,False,0.16,33.236,35.2,0,43.03,4,6.438,6.438
R005,Taste of Bengal,T3,True,4,13,2025-01-17 13:47:36,2025-01-17 14:34:10.079999999,2025-01-17 14:37:43.784809,2025-01-17 14:19:48.725371,2025-01-17 14:37:04.412480,32,46.568,9.513,False,0.16,32.212,66.97,0,79.35,6,14.356,14.356
R005,Taste of Bengal,T3,True,4,15,2025-01-17 15:28:29,2025-01-17 16:09:30.440000000,2025-01-17 16:07:44.202740,2025-01-17 16:05:06.760744,2025-01-17 16:08:27.341283,32,41.024,5.937,False,0.16,36.629,39.49,0,37.07,5,4.395,4.395
R005,Taste of Bengal,T3,True,4,17,2025-01-17 17:33:41,2025-01-17 18:07:50.180000000,2025-01-17 18:09:48.851133,2025-01-17 18:04:55.731390,2025-01-17 18:09:48.020637,32,34.153,1.571,False,0.16,31.246,33.33,0,28.74,1,2.907,2.907
R005,Taste of Bengal,T3,True,4,19,2025-01-17 19:38:47,2025-01-17 20:21:24.500000000,2025-01-17 20:24:18.471812,2025-01-17 20:14:16.243450,2025-01-17 20:23:56.898831,32,42.625,6.755,False,0.16,35.487,49.39,0,92.15,8,7.138,7.138
R005,Taste of Bengal,T3,True,4,20,2025-01-17 20:02:56,2025-01-17 20:40:28.100000000,2025-01-17 20:41:10.359908,2025-01-17 20:33:20.966814,2025-01-17 20:40:47.446543,32,37.535,4.076,False,0.16,30.416,31.66,0,77.04,5,7.119,7.119
R005,Taste of Bengal,T3,True,4,20,2025-01-17 20:46:20,2025-01-17 21:28:02.780000000,2025-01-17 21:28:31.978026,2025-01-17 21:22:04.527543,2025-01-17 21:24:57.162378,32,41.713,6.339,False,0.16,35.742,53.15,0,76.73,4,5.971,5.971
R005,Taste of Bengal,T3,True,4,21,2025-01-17 21:27:25,2025-01-17 22:03:44.260000000,2025-01-17 22:01:01.847342,2025-01-17 22:02:45.537518,2025-01-17 21:58:12.074085,32,36.321,2.973,False,0.16,35.342,32.0,0,52.95,4,0.979,0.979
R005,Taste of Bengal,T3,True,4,21,2025-01-17 21:50:02,2025-01-17 22:29:16.100000000,2025-01-17 22:31:24.641705,2025-01-17 22:23:54.228457,2025-01-17 22:32:18.621681,32,39.235,4.607,False,0.16,33.87,42.97,0,56.2,5,5.365,5.365
R005,Taste of Bengal,T3,True,4,23,2025-01-17 23:33:34,2025-01-18 00:06:58.840000000,2025-01-18 00:06:35.107891,2025-01-18 00:02:45.295272,2025-01-18 00:04:41.615717,32,33.414,0.0,False,0.16,29.188,16.89,0,22.61,0,4.226,4.226
R005,Taste of Bengal,T3,True,5,8,2025-01-18 08:18:39,2025-01-18 08:54:31.440000000,2025-01-18 08:51:06.798104,2025-01-18 08:54:59.233258,2025-01-18 08:51:42.304945,32,35.874,1.926,False,0.16,36.337,31.3,0,79.28,2,0.0,0.463
R005,Taste of Bengal,T3,True,5,13,2025-01-18 13:48:40,2025-01-18 14:28:04.720000000,2025-01-18 14:33:18.107965,2025-01-18 14:19:02.254533,2025-01-18 14:33:30.957163,32,39.412,5.093,False,0.16,30.371,43.18,0,85.14,4,9.041,9.041
R005,Taste of Bengal,T3,True,5,13,2025-01-18 13:56:19,2025-01-18 14:38:24.100000000,2025-01-18 14:32:48.319393,2025-01-18 14:28:15.956101,2025-01-18 14:31:26.237449,32,42.085,5.815,False,0.16,31.949,39.6,1,81.35,3,10.136,10.136
R005,Taste of Bengal,T3,True,5,19,2025-01-18 19:18:29,2025-01-18 19:52:14.480000000,2025-01-18 19:54:03.251176,2025-01-18 19:56:09.848279,2025-01-18 19:53:40.136884,32,33.758,1.245,False,0.16,37.681,23.96,0,100.0,1,0.0,3.923
R005,Taste of Bengal,T3,True,5,21,2025-01-18 21:29:53,2025-01-18 22:10:53.360000000,2025-01-18 22:08:06.414244,2025-01-18 22:01:40.218245,2025-01-18 22:06:52.470967,32,41.006,6.6,False,0.16,31.787,45.59,0,72.37,4,9.219,9.219
R005,Taste of Bengal,T3,True,5,21,2025-01-18 21:44:33,2025-01-18 22:24:50.159999999,2025-01-18 22:23:24.208418,2025-01-18 22:16:46.786004,2025-01-18 22:21:17.847182,32,40.286,5.28,False,0.16,32.23,37.29,1,69.81,4,8.056,8.056
R005,Taste of Bengal,T3,True,5,22,2025-01-18 22:12:18,2025-01-18 22:53:58.560000000,2025-01-18 22:53:21.339286,2025-01-18 22:48:12.492469,2025-01-18 22:55:14.729910,32,41.676,6.544,False,0.16,35.908,51.28,0,50.01,7,5.768,5.768
R005,Taste of Bengal,T3,True,5,23,2025-01-18 23:02:35,2025-01-18 23:36:45.740000000,2025-01-18 23:32:36.355054,2025-01-18 23:37:04.782704,2025-01-18 23:29:54.245513,32,34.179,1.368,False,0.16,34.496,25.5,0,29.31,0,0.0,0.317
R005,Taste of Bengal,T3,True,6,8,2025-01-19 08:26:20,2025-01-19 09:08:21.980000000,2025-01-19 09:07:42.287495,2025-01-19 09:00:19.755986,2025-01-19 09:06:20.362227,32,42.033,6.884,False,0.16,33.996,43.52,0,77.71,6,8.037,8.037
